,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55
0,0.0,-0.040621440375034686,0.021170845294705684,0.08256303299591833,0.060275232335660366,0.06022661391491189,-4.9889222792789517e-05,0.05998509544588178,-0.019728899028412177,0.00012194942861455104,0.00011842175520228719,0.0025120902115136775,-0.08425288455858163,-0.022850714505589207,0.06895252203044426,-0.08094867298926567,0.01991827079542691,0.02564867285040081,-0.0023466421720253245,0.12435085237858848,0.05745399647398916,-0.02449615863265883,0.0672438073229428,0.05008803982051364,0.08450252139313756,0.07228053980070415,-0.011741658057596003,-0.00516563047194706,0.07909948817801075,-0.00041722679816694034,0.06596437148788521,0.0594655523873791,0.05968800563465964,-0.00017106127390426705,-0.00015548682976746338,0.05973948577064306,2.8121462979928833e-05,0.0526417156244259,-0.006558007215770856,-0.017321643332675715,-0.017321642528039388,-0.017321643064553693,-0.017321640732009886,-0.0173216431442414,0.003465802673424498,0.00346580251835062,0.003465802498702981,0.003465801643747838,0.003465802630699443,0.06373356433406578,0.06373356278551028,0.06373356348444996,0.06373355815963692,0.06373356391729278,
1,0.0,-0.03257981133731909,0.016921626657008006,0.06607968456549715,0.04792509147848818,0.04797751095644464,4.033609498119362e-05,0.04832053586807239,-0.015834629405273845,8.825381033372033e-05,-0.00044909204055598755,0.0020063032738717327,0.01484727069479357,0.06468265622260368,0.04907537540959809,-0.0650035097581483,0.015916428559910767,0.02048932259664481,-0.0017715022278562182,0.0980044936249505,0.045412464387214996,-0.021896410922155322,0.053459351567597777,0.03990480152215742,0.06702879345602882,0.05747266126196382,-0.009336182168459327,-0.004101822611559075,0.0628097861925827,-0.0003360747729938005,0.05256641795755102,0.04789930106068919,0.04813090386581084,-0.00013793950129124447,-0.0001252379774080152,0.04811759543406731,-0.00011172695138131915,0.046013337766486785,0.024869998198239884,-0.013907113606380497,-0.013907113798588394,-0.013907113893446194,-0.01390711412685913,-0.013907113819174836,0.0027821275995304575,0.002782127710108582,0.002782127600764964,0.002782127438618042,0.0027821276727593718,0.051228606022798065,0.05122860642678944,0.05122860630395064,0.05122860619256062,0.051228606376888614,
2,0.0,-0.023784122596513645,0.012427010955621758,0.047870090657177115,0.03471450919263651,0.03474629055278069,9.335137107738489e-05,0.0350602437304299,-0.011675190728228394,5.813575163432764e-05,-0.0003212878915303633,0.0014592426645650685,0.011432147435199849,0.04735197131526118,0.035488502757338586,-0.047588362157271274,0.01157351909672122,0.014901002781773481,-0.0011934759960392344,0.07031593268446219,0.03299936827274434,-0.015795489877933316,0.038708859189293364,0.028952145903260278,0.04840548741423668,0.04161150306061861,-0.006759604653618518,-0.0029655302825528323,0.04541014312790159,-0.00024339064393196733,0.038086871595085565,0.03468942827157644,0.03485166616339786,-9.988221830298499e-05,-9.068637634998944e-05,0.034842549016528036,-7.993899487760306e-05,0.03329002572583057,0.017792409038953638,-0.010241786133838178,-0.01024178641120334,-0.010241786486368929,-0.010241786419676586,-0.010241786364500832,0.0020539389228130104,0.002053938649668879,0.002053938550717778,0.0020539385995268097,0.0020539386579107323,0.037107806920052624,0.03710780665169488,0.03710780652465323,0.03710780655624413,0.03710780661727193,
3,0.0,-0.015006772860946323,0.007886934231041224,0.02997437789571888,0.021735352482955758,0.021751804226512253,9.856508445447758e-05,0.0219872576202723,-0.007440106166838803,3.279326081328023e-05,-0.00019827813889539226,0.0009173711903049851,0.007137286866629422,0.029525171457617995,0.0222163060658659,-0.030109756930747394,0.007273954498645884,0.009366778515598159,-0.0006911295563622478,0.04361418158321236,0.020730296416356275,-0.009830281429336668,0.024228303305388887,0.018155771073002716,0.03021796103621631,0.02604226171931255,-0.004230446689934393,-0.0018533337047137023,0.028379484476921586,-0.0001523621935324929,0.023853674083777147,0.02171553226799941,0.02181392101632611,-6.251703465030689e-05,-5.676220028179088e-05,0.02180856514819772,-4.933881070051221e-05,0.020816380167837184,0.01098032588597002,-0.006520513936386806,-0.006520514123691373,-0.006520514213095847,-0.006520514233652527,-0.006520514069956696,0.0013108307613026947,0.0013108306811809756,0.001310830564273885,0.0013108304858427766,0.0013108306930337992,0.023236753751089842,0.023236753711183944,0.02323675356719712,0.023236753459223578,0.023236753681469484,
4,0.0,-0.006251332830782088,0.003305201457987579,0.012393480373506004,0.008986035549161704,0.008991437078869267,5.719496294139617e-05,0.009103864709390678,-0.0031295610617708878,1.2082529176353523e-05,-8.070219733324866e-05,0.0003807873007379921,0.0029387795571579867,0.012153444519328899,0.009183572940668785,-0.012577658001320343,0.003018527069088266,0.0038876355922803857,-0.00026246605461017455,0.017865629473410808,0.008598271331719327,-0.004038452917224901,0.010013883644856409,0.007517443500110168,0.012456999935998057,0.010762161969235374,-0.0017482618859307397,-0.0007648420131712932,0.01171180414077039,-6.297887581732443e-05,0.009864551661381568,0.008976110009371535,0.009015485407347125,-2.58376938539984e-05,-2.3459662180479873e-05,0.00901342037558383,-2.0084161771338925e-05,0.008594419531803276,0.004469158480841475,-0.00274087742690348,-0.0027408774796751764,-0.002740877582280183,-0.0027408777406436654,-0.0027408773893170747,0.0005523133975227595,0.0005523133504771808,0.0005523132261505037,0.0005523130527960925,0.0005523134040828329,0.009607315968066686,0.009607315932777888,0.00960731578470407,0.009607315594924625,0.009607315946829554,
5,0.0,0.002472629214630388,-0.001315127631637067,-0.004864826230368317,-0.0035269040565153813,-0.00352877921918131,-2.920883304176211e-05,-0.003579781659258794,0.0012512225473150563,-4.142543985876934e-06,3.1206885115367676e-05,-0.0001500532431454479,-0.001151036854273873,-0.004751788116995391,-0.003603815862166723,0.004987180392977069,-0.0011891834655012145,-0.0015318167577926805,9.396692281784033e-05,-0.006946789241104875,-0.003385371206741303,0.0015745536512135388,-0.0039291004214911125,-0.0029552141182771392,-0.004874257650927676,-0.0042212789086137304,0.0006857344891692427,0.0002995943666292892,-0.0045875216015400285,2.4714828498832427e-05,-0.003873326577429046,-0.0035224988763903225,-0.0035376393251737802,1.0138604634526852e-05,9.20561188914567e-06,-0.00353688167380149,7.767329105575927e-06,-0.003369162966608001,-0.0017281873429894627,0.0010977034836059186,0.0010977027732280238,0.001097702734320399,0.001097702406422808,0.0010977028846079345,-0.0002217894037663986,-0.00022179015140765353,-0.00022179021008141074,-0.00022179055811238376,-0.00022179007685346806,-0.003775198315360335,-0.0037751990710287353,-0.003775199150058335,-0.0037751995230562246,-0.0037751990357930408,
6,0.0,0.011170339954806542,-0.0059759511231371005,-0.02181773901922351,-0.015816834091298526,-0.0158211163766574,-0.00015971286052690234,-0.016074949212815753,0.005707243422086366,-1.6024957776940224e-05,0.00013735614961298134,-0.0006755260340298744,-0.00513357971706614,-0.021212833396613878,-0.01615969970106066,0.022590524928748072,-0.0053522230783485504,-0.006895458741374655,0.0003804808862721929,-0.030879100438627304,-0.015228781232961045,0.007012628184154552,-0.017616757561450168,-0.013271648538467682,-0.021798673932931077,-0.018923033880367774,0.0030739740052498125,0.001341221549230978,-0.020537545645244442,0.00011080942268814743,-0.017372732971506526,-0.015793193425921306,-0.015857793662710003,4.544722768420571e-05,4.126572737184866e-05,-0.015854676145906594,3.4192951958698475e-05,-0.015085016688296319,-0.007606563662194303,0.004996532319738194,0.004996531927521553,0.004996531936670012,0.004996531572143445,0.004996532141701919,-0.0010116757473852334,-0.001011676132080912,-0.0010116761439137323,-0.001011676520995739,-0.0010116759562084528,-0.01692351294380941,-0.01692351331046298,-0.01692351334393261,-0.016923513730016763,-0.016923513176213857,
7,0.0,0.019843071249479205,-0.010678333936576098,-0.03847629814299234,-0.02789149375532959,-0.027894819408862043,-0.0003333445554977776,-0.028386896757293112,0.010241853421935706,-2.3703588153593475e-05,0.00023790177718744865,-0.0011958137121544968,-0.009012281973020144,-0.03724847297277184,-0.028492319350816166,0.04023166614566565,-0.009472109477958558,-0.012205194862437258,0.0005992785798180361,-0.05397529705471437,-0.026934723375844107,0.012277135069769391,-0.03105941131259017,-0.02343639142550028,-0.03833250268031224,-0.033352809974100193,0.005418027866017179,0.0023608902250111755,-0.03615137153917427,0.00019536529409225597,-0.030643492691365057,-0.027844580403239904,-0.027954568410320818,8.0115661944692e-05,7.274556515911167e-05,-0.02794952252294689,5.923143451720869e-05,-0.026562934591866285,-0.01317461953340111,0.008957775097642869,0.008957774816795648,0.00895777481370236,0.008957774519628259,0.008957775006805835,-0.0018177652365897205,-0.0018177655179706987,-0.0018177655397918723,-0.0018177658352206635,-0.0018177653668433598,-0.029847078225266888,-0.02984707848666146,-0.02984707852955117,-0.029847078831135486,-0.02984707837820842,
8,0.0,0.02848728259279054,-0.015420888840231302,-0.05484267023805485,-0.039752908092731506,-0.03975070753210478,-0.0005482978552486343,-0.04051503711435474,0.014848779045355321,-2.7336150243882535e-05,0.00033269153687431424,-0.0017108119131156395,-0.012788828363677396,-0.05286871910306688,-0.04060357574462835,0.05790307642824152,-0.013548019247412797,-0.017460004447231284,0.0007515669388170451,-0.07626336290399581,-0.0385009816465267,0.017367970466888007,-0.04426056315956542,-0.03344936627802023,-0.054483562922427196,-0.04751319030402318,0.007718320580837099,0.003358947771682759,-0.05143425149513716,0.0002783930791195528,-0.04368567090936818,-0.039678175759502804,-0.03982881565544359,0.0001141463492940608,0.0001036473354879407,-0.039822269991500334,8.284522579433535e-05,-0.03780287428219374,-0.018423924672524957,0.012985402214941951,0.012985387835253747,0.01298538767461238,0.012985396910892908,0.012985388794663884,-0.002640943131028618,-0.002640940325367862,-0.0026409402884380235,-0.002640942835139835,-0.00264094041693464,-0.0425494191744674,-0.04254940957524018,-0.04254940947292136,-0.042549416636470695,-0.04254941010672396,
9,0.0,0.037104250851415985,-0.02020377589426805,-0.07092594980461993,-0.0514082865136252,-0.05139701911050589,-0.0008044599281841423,-0.052465978021587485,0.01954186539569159,-2.7051577414768945e-05,0.00042166821343031806,-0.002220690963487697,-0.01646151938224542,-0.0680860815946933,-0.05250130657700535,0.07560287921459878,-0.01758140001053938,-0.02266166137116713,0.0008397649307021757,-0.09778475216478977,-0.0499303714883349,0.02228728980921194,-0.05722948981837677,-0.04331453256166241,-0.07026722497118801,-0.06141360660132303,0.009976382933667285,0.00433621008195001,-0.06639871090910898,0.00035994667640300667,-0.05650786620533588,-0.051301661430188196,-0.05148890187073153,0.0001475632675546436,0.0001339927858149857,-0.05148127420041135,0.00010502036338919618,-0.04881213558293585,-0.023351310565288864,0.01707455416964011,0.017074553775742348,0.017074553803455603,0.01707455333559967,0.017074553943238792,-0.0034800542061900527,-0.003480054567090743,-0.003480054537650779,-0.0034800550738583107,-0.0034800544400667367,-0.05503505678213074,-0.055035057098727816,-0.05503505708034029,-0.05503505763713011,-0.055035057016921025,
