,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
0,0.0,2.0663401385599576,-0.9568823783382618,-0.9990018204897946,-0.9870896810788483,-0.9759603830210769,0.41217957097540536,-0.9667674087047967,11.906234176473298,-0.09677301641637685,-0.3816625734537197,-0.13961309814953657,-0.5017016610748101,-0.7358724061779869,-0.9104251663850017,53.7381180575717,-0.6951455563513382,-0.8286114304685372,-0.13028551725872586,-0.9986317930993774,-0.8938449522810321,5.760869785216583,-0.9971630683203959,-0.9230176625751295,-0.9991552765699856,-0.9971896047982174,2.4553140037700834,0.9838361779851383,-0.9983495744463022,0.060858839727902694,-0.9824277837738317,-0.9659115491919663,-0.9574969224798349,0.032514406239873506,0.029119744244055,-0.9612562308742689,-0.08187967998424585,-0.5059940047933638,1.7492631857448007,4.516676634774888,4.516676640132382,4.516676638421477,4.5166766340513895,4.516676639846556,-0.7631940286090182,-0.7631940283793002,-0.7631940284163199,-0.7631940286401862,-0.7631940283916331,-0.9944885583959298,-0.9944885583905716,-0.9944885583904584,-0.9944885583966564,-0.9944885583908551,,-0.6336737447308272,-1.0031218463850147,0.0,-1.3823285784747248,-0.3464003950425802,-0.997121461253661,2.762894471506319,-0.9924382983600982,-0.9946150904037175,-0.86508764675214
1,0.0,-0.002868390532883505,-0.002797826896572975,0.0011561218310061697,0.002647996445697932,0.00482286631463329,-0.002422967638134512,0.0015377465752568816,0.0022592698362716252,0.0001237575181202696,-0.0012151632300574345,8.081501237095046e-05,-0.029259844254792645,-0.016386768346900636,0.012472454395886718,-0.0009689170644770609,0.00042180231804725497,0.0006105766870405407,-0.003558333897467282,0.0009977032097365994,0.005247945113245094,0.01088984019664005,0.0036083113513469484,-0.00290569992337793,0.0022496071668254647,0.0006400949251461383,-0.001576071116639938,-0.0011160256613568288,0.0011324894002420211,-0.00029833712728552953,0.0035879077968430347,0.004735011020024102,0.005833804010000478,-0.00019810264560785783,-0.00017353699212508016,0.005728536407416775,-0.0002630051620019845,0.006694305461227701,0.005569422968800183,0.00220559301273181,0.0022055943776441286,0.0022055942890232853,0.0022055937698385398,0.0022055943598048786,-0.0006061075873059077,-0.0006061062270702445,-0.0006061063153500753,-0.0006061068331046312,-0.0006061062455590759,0.003362474846205642,0.003362476213783677,0.0033624761255023603,0.0033624756031174845,0.0033624761957832586,,0.0007459433561643114,-0.8636447452181116,0.0,-1.2660449989574356,-0.010505320138761329,-0.009513543501688025,-0.015759762336507815,-0.007424605071920481,-0.008575939545073893,-0.009044162783788452
2,0.0,-0.017481218556349182,-0.012287489678590016,0.014539620050352703,0.01665058760175789,0.03472036438254897,-0.015093219164259722,0.011679315778486531,0.009324604225588631,0.000793590497624961,-0.00939151193537194,0.0005379697340926898,0.02426895913978153,0.05263574538440155,0.019012106668322332,-0.008027857958549052,0.0031558979350986708,0.004141708739432278,-0.023767148732362797,0.008707915293739934,-0.004802927983308024,0.010374976853098811,0.02629821227968749,-0.018452589811494866,0.023187658349650517,0.006584307623838875,-0.016212110035886965,-0.011382657704482777,0.011550572778823263,-0.0021371457011382725,0.025161294420372016,0.03391937349292854,0.04299653123386168,-0.0014600638922574528,-0.0012762090658783702,0.04212825175331151,-0.0020322230869972424,0.050160293913237834,0.04304384875368943,0.009304737091354431,0.009304738246349127,0.009304738148093709,0.009304737916367047,0.009304738269727388,-0.003149608572317782,-0.003149607432188416,-0.0031496075294761322,-0.0031496077576145093,-0.0031496074096507187,0.023955125884148897,0.023955127057132302,0.023955126957587846,0.023955126720668057,0.023955127081104723,,0.007056317348978488,-0.8097853839397402,0.0,-4.093686982487531,-0.025224196774389505,-0.01588061967789785,-0.05617546396195368,0.001320435988191593,-0.007508249604858074,-0.006847481878181083
3,0.0,0.0033574712746868027,0.002249222473038112,-0.002778356284047996,-0.00315017006877797,-0.006399847771037716,0.0028641070543946783,-0.0021703576425469192,-0.0016821103720942314,-0.0001513141082855962,0.0017194672774879516,-0.00010368990759406813,-0.004628878523127352,-0.00967303159030837,-0.0035251124382572746,0.0015633285487852615,-0.0006032542962557114,-0.0007894920206581778,0.004527452760324986,-0.00169328944554107,0.0008970033596711708,-0.0018607273422397048,-0.004929422745008164,0.003492877740058575,-0.004369056659317137,-0.0012762261240165996,0.003142363127794121,0.0021742704404746002,-0.0022063462917468798,0.00039211256897694056,-0.004725139642041498,-0.006223353265885724,-0.007840548380020927,0.0002662470961272625,0.0002329756895084538,-0.007690635299451656,0.000372045125985448,-0.009078539332397184,-0.007880785324021693,-0.001679193668669422,-0.0016791923027456542,-0.0016791924539335955,-0.0016791923895208363,-0.0016791923462895293,0.000575995934869541,0.0005759973027115256,0.0005759971512607198,0.0005759972165598578,0.0005759972590527506,-0.004448368984263238,-0.004448367621588684,-0.0044483677719668714,-0.00444836770930241,-0.00444836766439188,,-0.0013506785481387784,-0.9368382783643006,0.0,-1.678301686089778,0.004894266963288442,0.003000835592845395,0.011074163908206584,-0.00021452930468898897,0.0013910493686301736,0.0013637377574052761
4,0.0,-0.012120035742011044,-0.008418261069124263,0.010064473697579106,0.011498861144025273,0.02381740781960325,-0.01043176512997897,0.008028035008731118,0.00636436222350427,0.0005491656105468066,-0.00643210874315363,0.00037335594899619024,0.017071011794110927,0.0362753954634915,0.012980341058104446,-0.005585902434317119,0.002185783223939763,0.0028659922534318093,-0.016443358586264917,0.006058071842858791,-0.00335658880903652,0.007015832085827181,0.018119455461676082,-0.012747824587208172,0.016006795797541183,0.0045656001832116615,-0.011241582038566341,-0.007885405436099417,0.008001728761110749,-0.0014642136883033674,0.017345728703764687,0.023239038378199094,0.029411671808775148,-0.0009987531269820562,-0.0008732403632558039,0.02882606843403678,-0.0013918092853727013,0.034244470163806315,0.029480100522980394,0.006351201632709295,0.00635120265054408,0.0063512025097967155,0.0063512025678750805,0.0063512025909047125,-0.0021566188367989395,-0.002156617829081837,-0.0021566179685593642,-0.002156617910111509,-0.0021566178885086343,0.016462790889458335,0.016462791917890292,0.01646279177603567,0.01646279183313042,0.016462791858028437,,0.004891401172660778,-0.4895194076874755,0.0,0.08245621575577185,-0.01754739755237983,-0.010980606737358019,-0.039222869122067995,0.0008645015577000501,-0.00517144356225908,-0.004808691278545014
5,0.0,0.00906955147779472,0.005995797693091078,-0.007495384199723216,-0.008474696450192644,-0.01709861790929059,0.007711823671798796,-0.005812259234338148,-0.004466788166801029,-0.0004079358122620864,0.004585531651055823,-0.00028031253068934014,-0.012372747201136163,-0.02574992532096572,-0.009464628744217461,0.004240138126769713,-0.0016272416446631687,-0.0021282344443600814,0.012202399754103924,-0.004587922961503883,0.002387185649397423,-0.00500489732754088,-0.013228337367154867,0.009397060392162196,-0.011737564975673458,-0.003437642860959264,0.00846426746355014,0.005862631420541667,-0.005949116935373537,0.0010464422047096302,-0.012685255501827796,-0.01660844366473323,-0.020890123576858776,0.0007093808328896035,0.0006209080434291498,-0.020496461794329814,0.000992162860848795,-0.024141710317826713,-0.021016736409982372,-0.004459600360804927,-0.004459599524549513,-0.004459599680311398,-0.0044595999961656065,-0.004459599593854886,0.001535526419119061,0.001535527258998236,0.0015355271024665984,0.0015355267855939679,0.001535527189435354,-0.011909489990975753,-0.01190948916031583,-0.011909489314209723,-0.011909489629750039,-0.011909489228144431,,-0.003643918489585294,-1.5773189720265248,0.0,-1.0807502716813966,0.013251474586947955,0.008063418021624925,0.030120867829168334,-0.000558539191838242,0.003715322634483458,0.0037121288120629645
6,0.0,-0.006672569033099401,-0.0045756287788879975,0.005534345271761746,0.006305936656615223,0.012970863541979372,-0.005724906080792751,0.004381184753111979,0.003445801024847324,0.0003017669083544219,-0.0034964150292872255,0.00020573664659553372,0.009320283684892234,0.01969625259881005,0.007097757725667515,-0.0030894132726578725,0.0012017271344425392,0.001574663167900533,-0.00903267063502508,0.0033459002817568997,-0.0018247753542160016,0.0038313353734257395,0.009911735599824228,-0.006990950488759133,0.008766057356790815,0.002508951481436194,-0.0061776412771159805,-0.004333637407329386,0.004397566001775986,-0.0007964269385277825,0.009493218444751662,0.012640365499606057,0.015971903736170082,-0.0005423693322338796,-0.0004743483147392224,0.015658457348260796,-0.0007565548955600954,0.018559255845213254,0.016025019265838714,0.003439090033524133,0.0034390906129147633,0.0034390904502242022,0.0034390900685144395,0.0034390905472905533,-0.0011719617976266817,-0.001171961222262746,-0.00117196138392776,-0.0011719617640330133,-0.0011719612877070342,0.008983319678330812,0.008983320261409296,0.008983320098425788,0.00898331971216358,0.008983320195989469,,0.0026898119716393673,-1.4023197246128403,0.0,-0.6841195618223749,-0.009683828276952933,-0.0060160651731911916,-0.021739272644296318,0.00045809889048995043,-0.002817415425485815,-0.0026695203199108525
7,0.0,0.014879647712152352,0.009706086034907049,-0.012280219034178294,-0.013845468911213762,-0.027746362761658185,0.012611155302612897,-0.009454146334261927,-0.007203276642659377,-0.0006679251219667945,0.007427099190093354,-0.00046026936311661454,-0.020124949374538216,-0.041659376920641235,-0.015421861185659348,0.006983656229410477,-0.002666153015657499,-0.0034846486681348156,0.019975875238236067,-0.007550049871126238,0.0038641613959877097,-0.00813042112989309,-0.021559324822180953,0.015353917601338824,-0.01915183518708269,-0.005621562803870958,0.013841585451443499,0.00960131910491187,-0.009742956296917956,0.0016961629931747553,-0.020682145561058674,-0.02692038546503744,-0.03380581671259948,0.0011479682410413972,0.0010050761053381294,-0.0331780272699032,0.0016069570588215397,-0.038992527580633256,-0.03404041185548589,-0.007192576856723604,-0.00719257599175432,-0.007192576158307749,-0.007192576803951084,-0.007192576084096942,0.002486061375790361,0.002486062247414572,0.002486062080088862,0.0024860614287807235,0.0024860621544342955,-0.019364890929496857,-0.019364890074707996,-0.019364890238091424,-0.019364890878533877,-0.01936489016510386,,-0.005970807333963236,-2.1683049749089762,0.0,-1.5198965885880367,0.0217931489926889,0.013160550138160396,0.0497653860249955,-0.0008831525843775371,0.006027286526085716,0.006138066610755215
8,0.0,-0.0011316221836138657,-0.0007659507825210548,0.0009373948745455237,0.0010651862805773167,0.002175650006587546,-0.0009677611023569591,0.0007364850600277513,0.0005745793989392337,5.1077134140005045e-05,-0.000585381851080555,3.4915500238684663e-05,0.0015671100257279183,0.0032939110250264467,0.0011955464743865672,-0.000526309833087273,0.0002034884440117863,0.0002664689823843957,-0.0015282243170150814,0.0005691633703802027,-0.000305934271219097,0.0006551354780919729,0.001670038232936778,-0.0011810146018991917,0.0014787613560401829,0.00041773567617854526,-0.001028580599659394,-0.000733625631617448,0.0007444480425187283,-0.0001334358325426471,0.0016001200530542077,0.0021178059309902874,0.0026716241398628,-9.072224728304188e-05,-7.936722750964029e-05,0.002619948905824988,-0.00012666252266900483,0.0030982562797696655,0.0026829639390002604,0.0005735318910824836,0.0005735325685951858,0.0005735324019995453,0.0005735316080882139,0.0005735324451724948,-0.00019616241670904013,-0.00019616174121110894,-0.00019616190738110792,-0.00019616270020776213,-0.00019616186475365533,0.0015099309716656204,0.0015099316503706713,0.0015099314842502772,0.001509930688066014,0.0015099315273443407,,0.00045565072133193325,1.0810804394749527,0.0,-0.09754958212036827,-0.0016463369733738596,-0.0010152320718732014,-0.0037125074671792526,7.455481861585276e-05,-0.0004730101619590716,-0.00045667511037732466
9,0.0,-0.01640160671480537,-0.011508067570949162,0.013631882027470246,0.015608439257806484,0.03251041232491954,-0.014152351698344546,0.010940524299661967,0.008727588821854922,0.0007442592880012311,-0.008792790812052963,0.0005048756920262036,0.023254349782672972,0.049634505465169905,0.01766108284394576,-0.007542275286879962,0.0029611971490349324,0.003884733241626486,-0.022290831059980823,0.008176539319403243,-0.004587447439069523,0.00955222287346248,0.02464468192155437,-0.017302787132689727,0.021751397032068853,0.006181095868964904,-0.015219322855974458,-0.01068499247681133,0.01084261594536841,-0.002000639011010211,0.023582606470039378,0.03175282892590958,0.0402389231510541,-0.001366421826764887,-0.001194423258654362,0.03942846441751036,-0.0019026561318768755,0.046926267870946066,0.04029974730875044,0.008708693638173962,0.008708694350831093,0.008708694191822427,0.008708693884478,0.008708694202444474,-0.00294880606576796,-0.002948805362602949,-0.0029488055196645437,-0.002948805823238224,-0.0029488055096188346,0.022436364811708756,0.022436365534663032,0.022436365374067586,0.02243636506032762,0.022436365384536444,,0.006625288590783152,-0.4109105421932379,0.0,-1.6036675397124647,-0.02370056888480482,-0.014915296191155674,-0.052800445084696807,0.0012068021874658851,-0.007055335059054567,-0.006463354284641709
