,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56
0,0.0,-0.00624044107455731,0.010178311199990873,0.036786494296041077,0.023084628530719253,0.024721819266740906,-0.025784804313385642,-0.0002223682444504347,-0.01993910782662367,0.0010195776196467385,0.005641889716271247,0.001336450381340389,-0.019365202733766736,-0.012050954473658372,0.010942693039109597,-0.01294164902634036,-0.0016379568456911194,0.001426353563176416,-0.028350287221036823,0.007825753078427377,-0.019156533781736578,-0.0034895507577058023,0.027618989536743754,-0.012126095489367827,0.0007210410707929945,0.0001495326538891648,-0.0005756788733596594,-0.00043742619277634527,0.00028384861910977246,-0.013093184948813556,0.017978207719485988,0.00021035053056732306,0.00022352508652716063,-0.01264268208258723,-0.01303774102024488,0.008888439166212013,0.005955793448925759,-0.005596302723411408,-1.4554396580807376e-05,-0.009672908716750488,-0.009672908356331182,-0.009672908604323363,-0.009672907066531093,-0.009672908543608276,-0.0002206265261648341,-0.00022062607352165488,-0.00022062633268802865,-0.00022062470591727848,-0.00022062626230309014,0.02644427542597467,0.026444275732040588,0.02644427546990148,0.0264442769974168,0.026444275538213748,,4.64672008421161e-05
1,0.0,-0.014476572318479507,0.17573244433309892,0.4435588836481556,0.1988484243064671,0.21727833632447274,-0.16325286781658893,0.02478350583130698,-0.18799892566806745,0.008000295478077775,0.09882143745881423,0.024262982111546413,0.12390126710135958,-0.06911847029837673,-0.12073660314980748,-0.09619558742735042,-0.010462183580487018,0.01062322067391798,-0.1916113119838424,0.08162938785828394,-0.3048581935752598,-0.22381775056717046,0.2656421100878569,-0.07722014944602498,0.010471377898058506,0.002149097007073411,-0.008273664749459182,-0.006312375600638594,0.004096090563422425,-0.04587498578367108,0.20568848411314125,0.0007370114786300177,0.0006830503727810158,-0.03863364440809915,-0.1035612384952311,0.07060255046700992,0.09525562825971459,-0.08949173041868023,-0.00025492990312709257,-0.11201368636646113,-0.1120136861516232,-0.11201368640473543,-0.11201368505416634,-0.1120136863254775,0.03925783473970253,0.03925783500378666,0.03925783470168655,0.039257836275483855,0.0392578348043799,0.2780192365117429,0.2780192368231481,0.2780192364495671,0.27801923839986137,0.2780192365640152,,0.00018047212201175328
2,0.0,0.00648299690045499,-0.06026617481385914,-0.14715393959532222,-0.07745242931033888,-0.08146803954116964,0.08135242692909873,-0.018108605053057482,0.08770038215963082,-0.0036697101016106375,-0.02871129630753881,-0.008955830668143915,-0.03924232291547142,0.023133140400312915,0.04548612479770597,0.04653197645103988,0.002696387921789824,-0.005201237867938208,0.09391353873440093,-0.03715177380441567,0.15343038344669904,0.10389018345395118,-0.10065503877484122,0.036768560065736484,-0.005917680345676195,-0.0012300521072383518,0.004735485155697148,0.0036035094683118064,-0.0023383082327832366,0.036158248903560494,-0.06609899193577298,-0.0005809057821036869,-0.0006022148679909773,0.03406155093440274,0.04671912143210556,-0.03185061492733848,-0.031248463565091318,0.029363792258042854,7.406660123864868e-05,0.04407034974433572,0.044070350309918904,0.04407035000290265,0.044070351549203496,0.04407035005960759,-0.016723584676286832,-0.016723584126602402,-0.01672358442708219,-0.016723582976417795,-0.01672358435940023,-0.10852083137807468,-0.10852083090437477,-0.1085208311615118,-0.10852082983696534,-0.10852083110540416,,-0.0004814910853593894
3,0.0,-0.0050754760542834985,0.05376952274322929,0.13579461359044648,0.06567372685310156,0.07053699295543717,-0.06100305593927693,0.011442184005566318,-0.06743806591067783,0.0028510977549542596,0.028273126000709876,0.007788534895957913,0.03708437317164504,-0.021135199180317147,-0.039380206170109774,-0.034961721123412684,-0.002919057521404625,0.003896999264191869,-0.07035910982124997,0.028919292085900838,-0.11343302733058713,-0.08001995141898473,0.0868310705639292,-0.02813344893330713,0.0041449438964158685,0.0008548106657447331,-0.0032908800090322137,-0.0025084578737265177,0.0016277343846012155,-0.02261275266972991,0.06118661146861297,0.00036328857648631005,0.0003651884437281025,-0.020655226961981715,-0.03668774203616085,0.02501175339607519,0.02901745728357566,-0.02726466232086139,-7.293625197862345e-05,-0.037198879481798494,-0.0371988785898028,-0.03719887892578595,-0.03719887814093458,-0.037198878905223116,0.01285461751432389,0.012854618503183856,0.012854618145921997,0.012854618991906033,0.012854618171099369,0.0924512336514788,0.09245123463787766,0.09245123425107651,0.09245123515329243,0.09245123428020757,,0.00020831336719301995
4,0.0,0.01711158583457444,-0.1440868911121417,-0.3357457272193185,-0.18922634369623623,-0.1954852115448905,0.21758574049513274,-0.0542165999460076,0.23298528840495364,-0.009645393508115335,-0.06254402087641775,-0.02154717424560028,-0.08814565626295157,0.05358682939810566,0.10886353077980856,0.1271593121356522,0.004974709348311712,-0.014130218344108983,0.25484133225554323,-0.09785352795264171,0.4205530831149932,0.2770622355615519,-0.24172539496304457,0.09745184798281198,-0.01684722950620826,-0.0035324615881702497,0.013599377354273688,0.010328213812930719,-0.006701955598041797,0.10811578203835175,-0.15245170675713696,-0.001736950345245718,-0.0018204542885293304,0.10296573494192182,0.12140672947241589,-0.08276865813096665,-0.07069277444754035,0.06643312762156944,0.00016134496317120174,0.10790648828923177,0.1079064892746453,0.10790648895945279,0.10790648922609729,0.10790648898525203,-0.04647856224559504,-0.04647856139321517,-0.04647856167338076,-0.04647856144688558,-0.046478561644541706,-0.26198245347925214,-0.2619824528161731,-0.26198245302960727,-0.26198245284480637,-0.2619824530091893,,-0.001755782912881911
5,0.0,0.00484127773931482,-0.04574500441316442,-0.11240424986387075,-0.05849401562020745,-0.061705883336686716,0.060477248398638765,-0.013184838043889546,0.06534122405170074,-0.002738508869264651,-0.0220601178909776,-0.006783499205408317,-0.030053550022705672,0.017638422773844926,0.03445041258490824,0.0345389934173995,0.0021154109458950236,-0.0038614248282737617,0.06972806163074331,-0.02772257802410256,0.11370977395394476,0.07738910774418967,-0.07621417778593459,0.027393500676966085,-0.004356389079629744,-0.0009044064030602952,0.0034818092052749366,0.0026502325799284666,-0.0017197307636263827,0.026328952017054045,-0.05045265015086343,-0.00042299173572531813,-0.00043733572478830653,0.02473591048269263,0.034922073709662424,-0.023808014536427974,-0.023893176634931738,0.02245194283674467,5.690854006455155e-05,0.033264859164230026,0.033264859966301984,0.033264859711198726,0.033264860048788425,0.03326485968914838,-0.012401724435864535,-0.01240172361854276,-0.012401723870760575,-0.012401723541708714,-0.01240172388564178,-0.08206230490144549,-0.08206230414404812,-0.08206230437513548,-0.08206230406270507,-0.08206230439305638,,-0.0003372010108702365
6,0.0,-0.006616783580516973,0.07155297689421357,0.1810802187885994,0.08652212595567964,0.09319414047175471,-0.07888094783686059,0.014377767693040461,-0.08766345577966857,0.0037105778551342647,0.03799333113891797,0.010304439088817962,0.04964646015689483,-0.028165622463417167,-0.05201993507715633,-0.045332643664652936,-0.003959408786338361,0.005047451549915547,-0.0911192674941537,0.03766344239671794,-0.146620103158103,-0.10408083494058863,0.1146290906783587,-0.03651001826074153,0.005311055076867842,0.001094311915370133,-0.004212917008105162,-0.003211864725940395,0.0020841725242871216,-0.02826976992131873,0.08180207388613368,0.000454172237362799,0.0004531138576697298,-0.025628328966217924,-0.04780479017367027,0.03259076619641671,0.0387238546796897,-0.03638430914653934,-9.801148894578426e-05,-0.048971041732647574,-0.048971041389273655,-0.048971041562994096,-0.04897104147264979,-0.04897104160104,0.016841619702874972,0.01684162005730593,0.01684161986355574,0.016841619945333744,0.01684161983100454,0.12176353768814693,0.12176353809481313,0.12176353788436799,0.12176353800126338,0.12176353784527784,,0.00024126221268612488
7,0.0,0.015354446497898728,-0.13130872998249146,-0.30849691551654806,-0.17202180315715537,-0.1782231415117874,0.19512289456786613,-0.04782280469600319,0.20899384386935613,-0.008667756129049775,-0.05786415581272506,-0.019628844398990423,-0.08116677365434649,0.049103160384839556,0.0993011771068219,0.1134835753935741,0.004760801270271165,-0.012629659894876947,0.22784065649553806,-0.08788742388581025,0.37541339601491197,0.24826444618629243,-0.22037494139195865,0.08747474995413035,-0.014952630266277536,-0.0031304578960490367,0.012051734989379705,0.009156020820840527,-0.005941323523742837,0.09538703318831844,-0.13975647458600432,-0.0015324547176150582,-0.0016041191574621917,0.09072972006215774,0.10931225122711503,-0.07452328541144879,-0.06506188515208321,0.06114102953181834,0.00014927230385701061,0.09807269217223104,0.09807269213239102,0.09807269201377185,0.09807269188847616,0.09807269200627806,-0.04133969917605967,-0.04133969920129492,-0.041339699314672754,-0.04133969942791054,-0.04133969931131543,-0.2387166342160005,-0.2387166342504521,-0.23871663433510615,-0.23871663442918514,-0.23871663433775991,,-0.001506186170219061
8,0.0,0.003212934953238436,-0.030881112704720506,-0.0763237775940321,-0.039264406534315045,-0.04154061349129165,0.039943856040972635,-0.008523152799366874,0.043270601158787815,-0.0018162908422261477,-0.015081257376870131,-0.004567828006925737,-0.020468717257428274,0.01195555010335834,0.02319526263272168,0.02279075869125146,0.0014726553746535302,-0.002547971809059071,0.04601234676330068,-0.01838777191966456,0.07490270273265845,0.05125041670759638,-0.051289025554763154,0.01813584550365065,-0.0028500257615289007,-0.0005909779913143277,0.0022751613833845354,0.001732224560603641,-0.0011240369015666884,0.017013776858435078,-0.034243303246767,-0.000273337389234368,-0.0002817443976548162,0.015935593191406063,0.023198976890057805,-0.015815829942422227,-0.01623939139603613,0.01525968713604255,3.890515662286098e-05,0.022316882227254718,0.022316883093829468,0.022316882978871026,0.02231688342062492,0.022316882936766747,-0.008184986773535572,-0.008184985930427059,-0.008184986051687155,-0.008184985629409555,-0.008184986082684467,-0.055145512295409795,-0.05514551149388763,-0.055145511604024124,-0.055145511190805734,-0.055145511638988676,,-0.0002090663837765114
9,0.0,-0.008143766113480477,0.08997379927615268,0.22799122254978696,0.10761652488033378,0.11624225652043745,-0.09625201597074584,0.017023081289166315,-0.10758966906199029,0.004559073180407432,0.04839715320273388,0.01287372197680516,0.06276762343340443,-0.03544750476215325,-0.0648747679837841,-0.05550420045514869,-0.005065915062000153,0.006172218133710033,-0.11140756438374591,0.04631423449843712,-0.17892236520252036,-0.12782540762325367,0.14284962347497374,-0.044718365211011135,0.006422032094016812,0.001322089965824059,-0.005089830723765021,-0.0038810707180686977,0.0025184174189589823,-0.03326258642500605,0.10331617508402881,0.0005343850812697598,0.0005283797113058595,-0.029885400391454358,-0.05880198404922356,0.04008806872850102,0.048794059998212624,-0.04584524059816498,-0.00012485025398172733,-0.06086380834603346,-0.06086380764047057,-0.060863807732732984,-0.060863807383378064,-0.06086380776616681,0.020884776031143925,0.02088477677621837,0.020884776661981137,0.020884777078186215,0.020884776640058125,0.1513658113723258,0.15136581226181742,0.15136581214602235,0.15136581255191198,0.15136581210760347,,0.0002595808979568487
